Year	cd	State Code	State Name	Conccat	Bachelors_degree_or_higher	high_school_or_some_degree	Less_than_high_school_graduate	Less_than_$5000	$5000_to_$9999	$10000_to_$14999	$15000_to_$19999	$20000_to_$24999	$25000_to_$34999	$35000_to_$49999	$50000_to_$74999	$75000_to_$99999	$100000_to_$149999	$150000_or_more	Total_Agriculture_forestry_fishing_hunting_mining	Total_Construction	Total_Manufacturing	Total_Wholesale_trade	Total_Retail_trade	Total_Transportation_warehousing_utilities	Total_Information	Total_Finance_insurance_realestate_rental_leasing	Total_Professional_scientific_management_administrative_waste_management_services	Total_Educationalservices_healthcare_socialassistance	Total_Arts_entertainment_recreation_accommodation_foodservices	Total_Otherservices_except_Public_administration	Total_Public_administration	Male	Male_Agriculture_forestry_fishing_hunting_mining	Male_Construction	Male_Manufacturing	Male_Wholesale_trade	Male_Retail_trade	Male_Transportation_warehousing_utilities	Male_Information	Male_Finance_insurance_realestate_rental_leasing	Male_Professional_scientific_management_administrative_waste_management_services	Male_Educationalservices_healthcare_socialassistance	Male_Arts_entertainment_recreation_accommodation_foodservices	Male_Otherservices_except_Public_administration	Male_Public_administration	Female	Female_Agriculture_forestry_fishing_hunting_mining	Female_Construction	Female_Manufacturing	Female_Wholesale_trade	Female_Retail_trade	Female_Transportation_warehousing_utilities	Female_Information	Female_Finance_insurance_realestate_rental_leasing	Female_Professional_scientific_management_administrative_waste_management_services	Female_Educationalservices_healthcare_socialassistance	Female_Arts_entertainment_recreation_accommodation_foodservices	Female_Otherservices_except_Public_administration	Female_Public_administration
2020	11_TX	TX	Texas	202011_TX	111466	388101	78554	9624		12713	12707	16268	32872	44582	61842	41929		38093	33578	26791	19469	8675	30368	18617		16437	25267	64434	18261	14456	25039	177713	27766	24682	15247	6340	16442	15232	2066	6689	14234	16571	8124	9067	15253	127489	5812	2109	4222	2335	13926	3385	1744	9748	11033	47863	10137	5389	9786
2020	11_VA	VA	Virginia	202011_VA	176835	81529	15441	2325	1519	1467	1530	2178		7454	14498	16668	30834	69717	225	7399	6094	1492	8043	5621	6297	14999	57474	26251	9083	9353	24080	101534	169	6343	4076		5107	4298	3938		36936	7538	5279	3780	14637	74877	56	1056	2018	408	2936	1323	2359	6650	20538	18713	3804	5573	9443
	12_CA	CA	California	202012_CA	163024	144180	40299	7231	4797	9718	6603	7060	13407	16036	24846	20854	29485	48956		10482	12109	3910	13306	9811	7699	11845	38197	40138	13082	8623	8127	98245	506	9718	7804	2416	7652	7076	4534	6589		14705	7039	3687	3329	79795	205	764	4305		5654		3165	5256	15007	25433	6043	4936	4798
2020		FL	Florida	202012_FL	66073	244963	37980	9149	7933	14765	14719	16130	32507	42851	49596	30028	28972		1266	18810	10307		22137	10038	2366	11550	20741	39834	11818	7578	9746	95699	1007	16381	7575	3105	13017	7876	1799	5260	13004	9420	6233	4528	6494	74470	259	2429	2732	873	9120		567	6290	7737	30414	5585	3050	3252
2020	12_GA	GA	Georgia	202012_GA	88359		55667	10277	11008	15070	14266	13653	25781	31371	43345	27905	29375	19886	5268	15568	25766	4962	18624	15900	2479		19241	51039	10482	7848	16403	109662	4503	14786	17335	3682	9174	12668	1587	3530	11894	12470	4709	4818	8506	92813	765	782	8431	1280	9450	3232	892	5365		38569	5773	3030	7897
2020	12_IL	IL	Illinois	202012_IL	104441	341314	46422	10867	11139	17648	17994	18629	32128	46792	60006	44327	46121	28008	12260	16184	43397	7461	24212	17230	3054	14667	15765	63719	10107	10127	16932	145285	11087	15086	32427	5755	13613	14024	1903	5250	9190	15036	4821	6511	10582	109830	1173	1098	10970	1706	10599	3206	1151	9417		48683	5286	3616	6350
2020	12_MI	MI	Michigan	202012_MI	127684	349888	64601	18930	18516	18742	19199	18997	36161	49551	62371	41570	43199	27691	565	10458	52116	6896	20633	17987	3869	20540	29583	56562	15855	9699	10506	134996	450	8779	37969	5029	11928	12813	2189	7681	16414		8090	5388	4989	120273		1679	14147	1867	8705	5174	1680	12859	13169		7765		5517
2020	12_NC	NC	North Carolina	202012_NC	112266	148545	23121	4199	2628	4479	5063	5111	12824	21815	30721	22558	26561	27129	427	11939	15287	6183	16135	12007	4689	26046	23106	31453	10177	7278	4444	92509	400	10431	10637	4316	9199	8638	2706	13307	13154	7742	5506	3660	2813	76662		1508	4650	1867	6936	3369	1983	12739	9952	23711	4671	3618	1631
2020	12_NJ	NJ	New Jersey	202012_NJ	140241	124803	16435	4167	3303		4221	5267	9542	13246		20891	31650	51008	295	7400		6385	11597	10304	6103	19542	30057	36443	5839		10111	94612	210	6747	11720	4202	6943	7733	4132	11688	18849	10638	3551	2510	5689	72688	85	653	6971	2183	4654	2571	1971	7854	11208		2288	2023	4422
2020	12_NY	NY	New York	202012_NY	368468	115559	25217	14758	12900	14473	12522	9590	18425	22852	37858	33243	56644		109	6341	11126	6556	16339	5149	19631	70159	78680	68860	19602	11198	10324	169889	71	4299	6055	3621	7294	3773		45741	44203	25263	11175	4251	5239	154185	38	2042	5071	2935	9045	1376	10727	24418	34477	43597	8427	6947	5085
2020	12_OH	OH	Ohio	202012_OH	149248		66272	10002	12495			17754	35960	50335	72223		59544	44024	7083	27070	56741	10388	34541	22270	5341	27148	27294		15070	12521	18500	198733	6111	24692	43515	7282	19584	17496	3234	12233	16449	21181	7574	7761		146317		2378	13226	3106	14957	4774		14915	10845	59902	7496	4760	6879
2020	12_PA	PA	Pennsylvania	202012_PA	201698	275454	26395	14514	13818	18314	18310	18594	36469	45209	62417	46096	50178		1446	13486	24300	7129	25861	15509	5809	30933	39954		16398	11723	10694	155687	1128	12193	18724	5152	14178	11403	3820	14862	24790	28216	9080	5991	6150	132705	318	1293		1977	11683	4106	1989	16071	15164	56934	7318	5732	4544
2020	12_TX	TX	Texas	202012_TX	218110	449012	104786	11110	8603	13797	14054	15518	35547	51196	79989	60652	78113	66626	8381	42161	56533	15905	46213	41397	7138	37980	48331	88632	26573	21032	19534	267923	6729		42396	11340	26327	30509	4646	17134	29733	23432	13386	12467	11508	191887	1652	3845	14137	4565	19886	10888	2492	20846	18598	65200	13187	8565	8026
2020	13_CA	CA	California	202013_CA	33883		74208	4896	4017	7391	6001		13664	20232	25486	16039	18798	12865	16011	10630	14210	4943	12170	9930	1057	3501	7708	23342		5047	6896	77485	13846	10042	10941	3433	7190	8308	692	1394	4965	6731	2811	3597	3535	43208	2165	588	3269	1510	4980	1622	365	2107	2743	16611	2437	1450	3361
2020	13_FL	FL	Florida	202013_FL	108895	214598	28128	9519	6151	11058	12741	13215	26355		46488	33224	37156	30944	1152	12972	18062	6447	21326	8081	3831	22610	31313	44280	15271	8713	8770	107951	934	11307		4693	12392		2440	10490	18121	12128	8301	4392	4641	94877	218	1665	5705	1754	8934	2326	1391	12120	13192	32152	6970	4321	
2020	13_GA	GA	Georgia	202013_GA	194049	401952		11267	8597	12579		17449	35938	51200	77825	54474	57043	41614	1226	24977	29674	12956	37933	49132	11665	26186	49116	79164	27743	15078	25420	197177	902	23162	19971	9222	19113	33510	6822	9296	26169	17186		8030		193093	324	1815	9703	3734	18820	15622	4843	16890	22947	61978	15261	7048	14108
2020	13_IL	IL	Illinois	202013_IL	183722	393732	45644	18488	14874			20787	38880	52125	74071	51753	61369	45914	4785	17806	38957	9123	30023	22506	5647	24187	33006	89721	17740	13461	24413	178367	4081	15698	29163	6839	16523	16971	2971		19697	26357	9092	7789	13480	153008	704	2108	9794	2284	13500	5535	2676		13309	63364	8648	5672	10933
2020	13_MI	MI	Michigan	202013_MI	73778	242138	58039	16153	18325	16929		14672	28946	33820	38066		21955	16667	343	7775	34031	4430	13091	11432	2378	10767	17670	35532	13687	6396	6624	88227	303	7060	24391	3031	7305	7632	1150		10003	9061	7070	3641	2708	75929	40	715	9640	1399	5786	3800	1228	5895	7667	26471	6617	2755	3916
2020	13_NC	NC	North Carolina	202013_NC	156099	255242	48501	6127	5467	9823	9217	11571		32296	47607	36148	46169	33654	1683	24506		7128	22816	13269	7250	19054	41413	51289	16620	10538	18704	149746	1425	22346	20158	5261	13620	9356	5452	9186	24048	13699	9646	6282	9267	113616	258	2160	8934	1867			1798	9868	17365		6974	4256	9437
2020	13_NY	NY	New York	202013_NY	109123	127494	51739	7364		12518		6349	13367	16484	24645	18789	21001	19360	122	4542	5358	2419	12405	7685	7069	12857	19838	41848	18530	7700	5723	79000	122	4141	3340	1661	7571	6598	3716	7974	11361	14433	12063	3437	2583	67096	0	401	2018	758	4834	1087	3353	4883	8477	27415		4263	3140
2020	13_OH	OH	Ohio	202013_OH	180794	385995	44524	12441	12936	18512	19459	21406	39690	55922	76846	56770	61732	45092	2220	21064	65650	12866	33805	19998	5364	24440	34962	76967		13991	13615	194066	1850	18842	49323	9302	19160	14538	3230	10967	21585	19650	8300	8895	8424	147523	370		16327	3564	14645	5460	2134	13473	13377	57317	8347	5096	5191
2020	13_PA	PA	Pennsylvania	202013_PA	68812	253496	35623	6096	7213	12052	12219	11376	25993	35982	47769	35473	36615	17102	5970	16856		6083	19116	14525	2244	7953		48447	8687	7530	13952	115255	5366	15652	25019	4424	11393	11737	1479	2471	8146	11614	4358	4865	8731	83541	604	1204	8834	1659	7723	2788	765	5482	5434	36833	4329	2665	5221
2020	13_TX	TX	Texas	202013_TX	72321	253853	57835	7759	7359	11149	12428	12705	25525	32518	43502	29438	31289	19492	15060	18003	28388	6146	20404	14514	2233	10826	14627	50598	12327	9370	13558	126598	13358	16562	21608	4645	11239	12118	1353	4543	8756		5755	5708	7808	89456	1702	1441	6780	1501	9165	2396	880	6283	5871	37453		3662	5750
2020	14_CA	CA	California	202014_CA	200444	228578	48660	3866		5851	4541	5599	10171	15375	27547	27456	45418	82602	710	17727	46188	9320	22733	16048	10359	18081	62853	47229	15387	10419	9523	167853	467		30724	6091	13099	12641	6751	7934	41358	13705	8610	6110	4496	118724	243	1860	15464	3229	9634	3407	3608	10147	21495	33524	6777	4309	5027
2020	14_FL	FL	Florida	202014_FL	200446	312143	50407	13017	9493	14875	15684	15514	33326	45413	61929	44947	49160	49442	1108	21846	22220	10012	30728	16996	7680	39980	53460	72509	25423	12124	14288	178452	908	19100	15127	6991	17282	13536	4673	20215	30513	21153	14498			149922		2746	7093	3021	13446		3007	19765	22947	51356	10925	5757	6199
2020	14_GA	GA	Georgia	202014_GA	170005	440702	99536	11322	10142	15395	16664	18347	39726	56079	74902	55261	63826	46099	3547	34742	79739	12956	38654	29404	8234	26800	42345	73318	20117	15941		228165	2712	31331	55064	8863	21449	21915	5217	10912	24415	16416	9560		10440	176178	835	3411	24675	4093	17205		3017	15888	17930	56902	10557	6070	8106
2020		IL	Illinois	202014_IL	101838	250425	38719	6776	4515	6620	7577	8208	18632	24705	41474	32527	43876	33928	3599	15428	33252	7900	23002	21320	3911	14053	20076	44702	11439	8469	9883	127883	3017	13936	25346	5668	13251	17239	2788	6004	12101	10877		5268	6240	89151	582	1492	7906	2232	9751		1123	8049	7975	33825	5291	3201	3643
2020	14_NC	NC	North Carolina	202014_NC	224230	240476	53976	8397	6651	11685	11374	12539	27933	38173	54713	38554	47882	54915	679	22780	32379	11702		19295	8295	50601	49793	52053	21436		6977	174906	572	19619	22145		15122		4615		28522	13877	11532	6594		142889	107	3161	10234	3922	13278	6099	3680	23600	21271	38176	9904	6811	2646
2020		NY	New York	202014_NY	52167	93411	29126	4920		6330	5158	5165	7936	9980		10634	15755	13363	100	5929	3214	1759	6873	7004	3523	7387	11302	25150	9041	4291	4618	48767	96	5183	1801	1097	4352	5784	2101	4201	6437	7100	5430	2344	2841	41424	4	746	1413	662	2521	1220	1422	3186	4865	18050	3611	1947	1777
2020	14_OH	OH	Ohio	202014_OH	97930	283101		7723	8109	11896	12927	14934	28522	40183	55779		41556	26912	2523	15864	57559	6983	21038	11321	3092	16405	19395	50347	10844	9047	10265	133556	2118	14541	42711	5111	11175	9021	1641		11667	11884	5297	5586	6123	101127	405	1323	14848	1872	9863	2300		9724		38463	5547	3461	4142
	14_PA	PA	Pennsylvania	202014_PA	175876	401268	39205	10742	13141	19099	22644		41673	56671	78578	57778	67225	47685	9629	26007	50019	11084	33557	22921	4565	22035	31468	82955	16548	15051	14414	197339	8481	24049	38938	8434	18039	18379		9850	20080		7992			142914	1148	1958	11081	2650	15518	4542	1703	12185	11388	60953	8556	5900	5332
2020	14_TX	TX	Texas	202014_TX	114358	323399	61303	10054	8196	13318	12013	13231		35444	49893	36637	48849	47695	5164	31408	41460	6577	22030	15068	2418	14429	28748	62824	15474	10894	15021	158614	4247	27551	33099	5035	11617	11927	1491	6387	17871	16433	8525	6588		112901	917	3857	8361	1542	10413	3141	927	8042		46391	6949	4306	7178
2020	15_CA	CA	California	202015_CA	128272	115369	20476	2536	1431	3121	3149	3358	5803	8845	14356		25781	54523	475	9328	12841	3972	14242	12404	7451	14757	33134	29095	12479	6528	6955	92320		8566	8424	2661	7954	9047	4427	7499	19543	9387		3717	3698	71341	74	762	4417	1311	6288	3357	3024	7258	13591	19708	5483	2811	3257
2020		FL	Florida	202015_FL	181318	367378	69215	12860	10378	14434		16936		51062	67883	45024	46729	43731	2914	27086	20295	10571		18974	7114	39626	48088	76237	24406	12485	13909	183450	2226	24285	14780	7561	19593		4620	17867	29657	19768	13391	7022	8190	152966	688	2801	5515	3010	15118	4484	2494	21759	18431	56469	11015	5463	5719
2020	15_IL	IL	Illinois	202015_IL	51122	192505	24859	5618	5077	7922	10167	9203	18940		35729	24801	26076	13902	8090	10140	23316	6687	14584	11103	1838	9733	7801	34509	5642	6910	9237		7262	9480	17623	4893	7694	9293	1231	2670	4660	7839	2755	4212	5316	64662	828	660	5693	1794		1810	607	7063	3141	26670	2887	2698	3921
2020	15_NY	NY	New York	202015_NY	151523	447100		27423	30104	41042	30779	24863	43666		70892		46120	30315	436	18714	12490	6478	28811	30785	6240	28278	34289	118058	35879	17330	15907	190215	376	17492	8090	4911	17776	24177	3656	17700	21626	32811	24924	9008	7668	163480	60	1222	4400	1567	11035	6608		10578	12663	85247	10955	8322	8239
2020	15_OH	OH	Ohio	202015_OH	113607	208130	37185	5479	5941	6764	8413	8109	17568		41783	30104	37377	30925	1773	11939	33038	8614	20378	15654	4431	19256	24266	44517	9423	7567	11812		1642	10446	24395	5818	11938	11724	2801	8955	15065	12296	4235	4303	6742	92308	131	14930	8643	2796	8440	3930	1630	10301	9201	32221	5188	3264	5070
2020	15_PA	PA	Pennsylvania	202015_PA	117752	354541	41864	9302	10771	15916	18005	18634	35411	46529	64922	43500	44287	25429	8584	17931	50166	6060	24350	14549	2520	11395	16880	75755	9847	10711	13779	152990	7572	16698	38486	5060	13428	12147	1649	4413	10298	23173	4805	6873	8388	109537	1012	1233	11680	1000	10922	2402	871	6982	6582	52582	5042	3838	5391
2020	15_TX	TX	Texas	202015_TX		92380	47982	3386	6473	6862	6308	6928	10114	12754	14608	8014		5121	2670	8281		3106	8586	5515	726	3516	6492	21106	5255	4718	3971		2438	7390		2297	5246	4469	385	1940		6340	2685	2911	2798		232	891	1190	809	3340	1046	341	1576	2179	14766	2570	1807	1173
2020	16_CA	CA	California		476006	257048	51209	7961	3953	8503	7272	7244	15737	22280	41632	36524	71201	215720		21794	78619	9194	32947	13348	34873	29687	121850	79447	22526	13978	12220		1239	19114	55377	6384	20042	9933	23555	16251	78624	27341	13296	6496	5814	188699	443	2680	23242	2810	12905	3415	11318	13436	43226	52106	9230		6406
2020	16_FL	FL	Florida		75804	163571	35140	4971	3901	6669	7856	7567	18326	26352	33766	24437	30238	24564	1390	14140	12216	4717	16502	8081	2752	14221	21510	29683	10693	6587	7590	83186	1112	12561	8670	3173	9370	6047	1952	5705	12968	7541	6221	3289	4577	66896	278	1579	3546	1544	7132	2034	800	8516	8542	22142	4472	3298	3013
2020	16_IL	IL	Illinois	202016_IL	43716	119643	11917	2203	2265	4524	4565	4405	10036	15133	22986	17101	20783	14853	2507	6726	22130	3672	9582	6375	1429	7430	7817	21735	3792	3961	4518	59596	2265	6308	17340	2787	5070	5081	899	2826	4787		1938	2607	2639		242	418	4790	885	4512	1294		4604	3030	16686	1854	1354	1879
2020	16_NY		New York	202016_NY	197451	187174	46866	7182	6113	8831	7988	9195	16162	22119		28422	41882	78815	674	16399	10722	7254	16474	11874	8306	30614	35345	68368	16293	11317	13167	139885	515	14900	7138	4439	9451	9489	4911	19972	22618	21010	10433	5835	9174	106922	159	1499	3584	2815	7023	2385	3395	10642	12727	47358	5860	5482	3993
2020	16_PA	PA	Pennsylvania	202016_PA	127297	272777		7712	9492	13083	15085	15835		38840	53962	38462	43786	31384	3053	14224	44750	6744	22131	12600	3036		19519	60171	11367	9437	10262	134612	2522	13110	35584	4964	12475	9916	1869	7615	12406	16352	6157	5692	5950	99037	531	1114	9166	1780	9656	2684		8740	7113	43819	5210	3745	4312
2020	16_TX	TX	Texas	202016_TX	110687	306439	69705	10057	13182			14643	28203	36911	49287		31181	18145	2164	17501	19612	6840	23684	17665	4441	12201	26099	62764	14448	8271	21054	137536	2048	16020	14575	5260	14469		2874	5465	15397	20256		5416	13463	99208	116	1481	5037	1580	9215	2915	1567	6736		42508	6905	2855	7591
2020	17_CA	CA	California	202017_CA	66916	26819	5832	597	489	695	506	964	1716	2415	4279	4190	10052	25926	73	1263	14567	1127	3744	1724	6195	2218	21178	7212	2482	1030	1053		55	1093	9991	648	2415	1072	4270	1117	14753	2468	1399	444	403	23738	18	170	4576	479	1329	652	1925			4744	1083	586	650
2020	17_FL	FL	Florida	202017_FL	91384	220027	30063	8203	5489	11171	12902	12506	29039	42859	58364	39158	42436	37396	1031	20783	11308	4630	20820	8386		14171	22637	41971	17295	9561	8526	101333	927	17854	8755	3322	11729			6303	13393	11253	9393	5052	4732	83568	104	2929	2553	1308	9091	2272	1276	7868	9244	30718	7902	4509	3794
2020	17_IL	IL	Illinois	202017_IL	159505	417462	58253		14036	19819	21836	23066	42287	56694	81018	55597	61230	41272	6774		63203	9427	30293		3596	30035	27016	77511	16690	13881	14121	185480	6092	16849	47330	7084	17085	16888	2163	12901	15456	18621	8752	7920	8339	146956	682	1805	15873	2343	13208		1433	17134	11560	58890	7938	5961	5782
2020	17_NY		New York	202017_NY	180915	182987	39216	4244	2879	5365	6610	6117	12452	17007	27962	24828	42946	79758	757	16701		6553	16068	10319	7159	23412	31659	64377		9858	13673	130478	473	15578	9986	4612	10356	8141	4463	14474	20121	20646	7286	4697	9645	95643	284	1123	4553	1941	5712	2178	2696	8938	11538	43731	3760	5161	4028
2020	17_PA	PA	Pennsylvania	202017_PA	115636	152766	11743	4510	4395	7011	7951	8664	16809	24665	37055	26550	34236	32410		9849	19685	5602	15207	12323	3036	18396		41930	7978	6215	5900		1131	8654	15238	4004	7974	9459	2046	9039	15163	12641	4033	3393	3800	75556	357	1195	4447	1598	7233	2864	990	9357	9359	29289	3945	2822	
2020	17_TX	TX		202017_TX	90859	240362	46890	7820	7922	10784	12069	11625	22668	28679	37029	25515	31006	26040	5458	16290	26140	5782	20831	11681	2817	12898	18968	48736	10840	8219	13618	113825	4985	14952	20082	4421	11816	9009	1724	5300	11356	12151	5619	5250	7160	88453	473	1338	6058	1361	9015	2672	1093	7598	7612	36585	5221	2969	6458
2020	18_CA	CA	California	202018_CA	298321	465372	172750	7090	5852	12484	12034	12396	24414	37731	60158	53517	80294	136050	23143	38159	79812	13701	39004	20898	14477	23438	88447	87155	32723	18569	21675	301923	16845	35356	55219	9542	22166	16366	10035	11671	57303	27231	17823	10099	12267	199278	6298	2803	24593	4159	16838	4532	4442	11767	31144	59924	14900	8470	9408
2020		FL	Florida	202018_FL	102827	398641	104732	12882	10427	18724	20222	22296	43370	56925	69080	41156	40185	26485	10791	31360	20809	8491	39042	21688		20051	31849	61746	30922		15428		9009	28622	15520	6069	22365		2734	8551	19808	14623	15883	8186	8315		1782	2738	5289	2422	16677	4427	1151	11500	12041	47123	15039	5186	7113
2020	18_NY	NY	New York	202018_NY	134983	251771	35865	5565	4140		8234	7695	16553	24440	35270	31536	46620	52280	2165	16728	17553	6664	21363	14979	4697	15548	23965	61345	12520	11012		127723	1642	15617	12696	5015	12770	12174	3039	7888	14660	17856	7185	6398	10783	97439	523	1111	4857	1649	8593	2805	1658	7660	9305	43489	5335	4614	
2020	18_TX	TX	Texas	202018_TX	133337	412922	176773	14378	14086	18407	20879	21347	44935	55991	67392	42808	46462	37680	10710	52277	46331	16539	37875	31514	4198	23100	46145	65623	26536	21013		233169	7267	48428	35646	11969	20804	23118	2566	10112	28456	15121	12685	11480	5517	159932	3443	3849	10685	4570	17071	8396	1632	12988	17689	50502	13851	9533	5723
2020	19_CA	CA	California	202019_CA	60251	93136	11800	2524	2019	2844	2878	3094	5595	8645	12476	12108	15767	26381	798	5585		1868	6874	3011	2559	3897	10247	18239	8648	3071	4478	44351	527	5232	5792	1285	3847	2203		1838	6196	6696	4787	1615	2664	32537	271	353	1821	583	3027	808	890	2059	4051	11543	3861	1456	1814
2020	19_FL	FL	Florida	202019_FL	134334	311913	59967	12623	6938	12177	14431	16229	35986	50702	72201	51794	55283	58740		37644	12135		34563	14777	5031	22763	39346	56329	28617	13650	11246	161453	1508	33571	8430	4713	18940	11184	3285	10870	24074	15812	15532	7339	6195	122953	277	4073	3705	1807	15623	3593	1746	11893	15272	40517	13085	6311	5051
2020	19_NY	NY	New York	202019_NY	148551	344302	49499	12064		17585	17899	17114	33038	43934	63858	45872	50917	41200	4539		30225	5970	24870	13261	4789	15595	23460	80473	16252	10763	18619	150827	3748	17849	22779	4583	15134	10848	2681	6274	14254	25941	8838	6284	11614		791	1221	7446	1387	9736	2413	2108	9321	9206	54532	7414	4479	7005
2020		TX	Texas	202019_TX	84894	256697	57518	8904	8958	13110	11746	12784	24687	33211	41865	29657	31805	20951	18912	18002	15279	7726	21071	12846	3402	13156	13116	56642	12819	9812	13381	125494	17256	16656	12271	6291	11798	10425	2409	5360	7348	15538	5919	6313	7910			1346	3008	1435	9273	2421	993	7796	5768	41104	6900	3499	5471
